Time,Club Type,Ball Speed,Club Speed,Smash Factor,Carry,Total,Vertical Launch,Horizontal Launch,Spin Rate,Spin Loft,Side Spin,Lateral,Apex,Angle of Attack,Club Path,Face Angle
2026-06-08T11:03:00,6I,114.5,85.1,1.35,177,184.3,15.8,0.9,5192,27.8,-678,0.1,113,-4,2.5,0.8
2026-06-08T11:04:00,6I,118.3,83.7,1.41,187.9,199.2,16.7,-2.9,5620,28.7,-331,8.2,114,-3.9,0.7,1.6
2026-06-08T11:05:00,6I,117.8,84.8,1.39,166.8,175.7,16.5,-0.6,6143,28.5,-741,-7.8,111,-3.3,2.5,1.1
2026-06-08T11:00:00,6I,116,82.4,1.41,191.7,197.2,16.4,0.2,5419,28.4,-282,4.6,117,-2.3,1.4,0.8
2026-06-08T11:01:00,6I,116.1,84.3,1.38,178.8,186.3,15.7,-1.6,5618,27.7,-720,-4.5,119,-5.5,1,-0.2
2026-06-08T11:02:00,6I,117,83.6,1.40,195.7,203.2,16.2,2,5223,28.2,196,8.7,110,-4.7,3.9,-0.8
2026-06-08T11:03:00,6I,114.3,85.4,1.34,180.6,184.4,15,-0.9,5279,27,236,7.2,115,-5,-0.2,0.4
2026-06-08T11:04:00,6I,119.6,84.8,1.41,176.2,182.4,16.8,1.4,5609,28.8,-359,2.6,96,-4.1,2.7,0.5
2026-06-08T11:05:00,6I,116.2,82,1.42,165.5,170.7,14.4,-3.4,5510,26.4,-301,-2.7,111,-3.8,0.9,1.2
2026-06-08T11:00:00,6I,118,82.3,1.43,177.9,185.8,17.3,2.7,5345,29.3,-493,3,99,-7.1,1.2,-1.7
2026-06-08T11:00:00,7I,113.2,82.1,1.38,160,165.1,16.9,0.8,6518,28.9,42,3.3,126,-4.5,0.6,-0.9
2026-06-08T11:01:00,7I,111.6,80.2,1.39,179,183.7,18.2,1.8,6447,30.2,-458,11.2,123,-4.4,1.7,1
2026-06-08T11:02:00,7I,114.8,80.8,1.42,173.6,185.4,18.9,-1.2,5759,30.9,-523,-4.6,109,-5.8,2.2,1.1
2026-06-08T11:03:00,7I,110.3,80.1,1.38,164.1,169.1,15.2,2,6156,27.2,-298,3.7,111,-3.5,0.8,1.8
2026-06-08T11:04:00,7I,112.2,82.2,1.36,170.8,176.1,17,-0.2,5823,29,-293,0.2,119,-4.1,3.9,-0.9
2026-06-08T11:05:00,7I,113.3,80.9,1.40,169.9,177,17.6,-0.1,6525,29.6,598,3.8,109,-5.1,1.8,0.5
2026-06-08T11:00:00,7I,114.3,79.4,1.44,174.4,186.3,16.7,-2.5,5943,28.7,-165,-7.9,105,-5.3,1.9,0.6
2026-06-08T11:01:00,7I,115.9,83.3,1.39,163.3,169.8,17.2,1.3,5620,29.2,-46,-12.1,119,-2.7,1.6,0.4
2026-06-08T11:02:00,7I,114.3,80.4,1.42,173.3,177.8,17.8,-0.2,5490,29.8,-553,2.9,113,-2.3,2.4,-2
2026-06-08T11:03:00,7I,111.1,80.3,1.38,165.5,172.7,15.8,-1.1,5922,27.8,83,4.5,119,-3,1,-1.5
2026-06-08T11:04:00,7I,113.1,81.5,1.39,162.9,170.3,18.5,2.4,6397,30.5,-408,6.6,117,-4,0,2
2026-06-08T11:05:00,7I,113.4,82.1,1.38,172.4,177.7,17.7,-0.1,5855,29.7,-11,1.9,116,-2.7,0.1,-0.9
2026-06-08T11:00:00,7I,112.5,79.3,1.42,169,174.7,16.4,-0.6,6184,28.4,-755,2.2,120,-3.2,1.4,2.5
2026-06-08T11:00:00,8I,108.4,79,1.37,152,158.7,17.5,-4.2,6092,29.5,-365,2.1,121,-2.9,1.1,-0.3
2026-06-08T11:01:00,8I,107.6,78.3,1.37,150,156.6,17.6,0.5,5867,29.6,-47,3.5,105,-3.2,1,0.2
2026-06-08T11:02:00,8I,108,78.2,1.38,162.2,169.1,20.2,-1.2,7091,32.2,-213,3.3,115,-4.5,0,0.9
2026-06-08T11:03:00,8I,110.3,76.7,1.44,146,154,18.4,-1.7,7099,30.4,-392,11.6,97,-4,1.9,0.6
2026-06-08T11:04:00,8I,107.9,75.4,1.43,147.8,151.1,20.7,1.3,7024,32.7,-531,3.7,113,-5,1.8,0
2026-06-08T11:05:00,8I,108.7,77.9,1.40,147.2,150,19.8,-2.5,6724,31.8,-400,-9.3,128,-8,0.2,1.4
2026-06-08T11:00:00,8I,107.6,77.7,1.39,155.1,158.2,18.6,-1.4,6793,30.6,-347,1.5,122,-4,0.4,1.1
2026-06-08T11:01:00,8I,105.6,79,1.34,147.6,156,19.1,-1.2,6856,31.1,-619,2.1,114,-4,1.4,1.7
2026-06-08T11:02:00,8I,108.3,79.3,1.37,144.7,153.2,19.6,-2.6,6931,31.6,-452,-2.3,110,-5.7,3.1,-0.2
2026-06-08T11:03:00,8I,107.9,78.4,1.38,160.2,164.5,19.4,1.3,6464,31.4,-657,-8.9,111,-3.1,3.1,-1
2026-06-08T11:00:00,9I,102,74.8,1.36,141.9,146,23.5,-2.9,7452,35.5,-446,8.6,118,-3.5,0.2,0.7
2026-06-08T11:01:00,9I,103.7,74.7,1.39,141.7,148.1,20.4,2.5,7640,32.4,-803,-12.3,147,-4.4,1.7,-1.3
2026-06-08T11:02:00,9I,105.9,77.1,1.37,133.9,138.6,20.8,-0.1,7542,32.8,102,9.6,118,-3.3,2,1.2
2026-06-08T11:03:00,9I,105.7,74.9,1.41,133.3,141.1,20.5,0.4,7465,32.5,-588,4.8,116,-3.3,2.9,0.4
2026-06-08T11:04:00,9I,104.3,74.5,1.40,139.8,146,21.7,0.5,7175,33.7,-502,-1.9,113,-4.6,2.1,0.7
2026-06-08T11:05:00,9I,102.1,73.5,1.39,138.7,146.3,21.8,-1.1,7155,33.8,19,-5.4,126,-3.4,2.5,-0.9
2026-06-08T11:00:00,9I,105.2,77.3,1.36,133.6,137.3,21.6,2.4,7568,33.6,10,-2.5,111,-3.8,0.2,1.3
2026-06-08T11:01:00,9I,105,76.7,1.37,132.8,138.3,20,-3,7329,32,60,0,126,-5,-0.7,1.2
2026-06-08T11:02:00,9I,103,72.9,1.41,134.2,143.8,21.4,-1.1,7705,33.4,-316,-3.2,117,-4.9,2.2,-0.6
2026-06-08T11:00:00,PW,98.7,71.6,1.38,122,130.6,24.5,2,8006,36.5,-105,-2.6,120,-3.5,0.8,2
2026-06-08T11:01:00,PW,98.6,74.6,1.32,125.7,132.2,23.4,0,8623,35.4,-504,0.9,108,-4,1.5,-1.1
2026-06-08T11:02:00,PW,98.6,73.3,1.35,130,135.9,22.5,-1.8,8347,34.5,51,1.2,124,-4.8,0.7,1.6
2026-06-08T11:03:00,PW,98.3,73.4,1.34,133.1,135.2,23.5,-0.5,8145,35.5,-506,-7.7,126,-3.2,2.1,1.5
2026-06-08T11:04:00,PW,96.7,72.4,1.34,121.2,123.2,23.4,1.1,8749,35.4,-298,-2.3,128,-3.1,1.7,0.9
2026-06-08T11:05:00,PW,98.3,72,1.37,133.4,137.5,23,1.1,9006,35,-38,1.7,128,-4.4,-0.6,0.5
2026-06-08T11:00:00,PW,101.1,71.1,1.42,122,126.9,23.2,-0.4,8569,35.2,-424,1.7,121,-2.6,3.4,2.8
2026-06-08T11:01:00,PW,94.5,69.3,1.36,123.7,132.2,22.7,0.7,8308,34.7,-286,-6.2,130,-5.6,-1.1,0.6
2026-06-08T11:02:00,PW,98.6,73.4,1.34,133.3,139.7,24.3,1.5,8475,36.3,-468,-7.1,116,-4.5,0.6,0.9
2026-06-08T11:00:00,52,92.3,68.4,1.35,111.2,116.8,25.7,-1,8383,37.7,25,-3.9,135,-3.2,1.4,-0.7
2026-06-08T11:01:00,52,89.4,69.2,1.29,109,115.7,24.8,3.6,9459,36.8,-405,1.7,129,-4.1,1.6,-0.4
2026-06-08T11:02:00,52,90.6,70.3,1.29,106.6,112.1,25.3,-0.3,9274,37.3,-325,10.9,129,-5.8,2.2,0.8
2026-06-08T11:03:00,52,87.7,69.4,1.26,112.7,119.9,26,3,8801,38,-617,3.4,133,-1.9,0.2,0.5
2026-06-08T11:04:00,52,89.8,66.1,1.36,118.7,125.6,25.8,-0.1,8312,37.8,-899,-13.8,134,-4,3.2,0.4
2026-06-08T11:05:00,52,89.5,68.7,1.30,108,114,25.4,3.1,8782,37.4,-832,3.1,135,-5.1,2.8,0
2026-06-08T11:00:00,52,90.5,67,1.35,109.7,115.6,25.3,-0.7,9003,37.3,-214,3.3,138,-4.7,3.4,-1.7
2026-06-08T11:01:00,52,87.2,66.5,1.31,105.5,111,25.3,0.7,9136,37.3,-845,0.4,121,-2.8,1.8,0.9
2026-06-08T11:00:00,56,82.3,65.7,1.25,93.3,98.2,28.7,1.1,9453,40.7,-472,-7.1,119,-3.7,1.6,-0.2
2026-06-08T11:01:00,56,80.8,63.9,1.26,94.5,103.1,24.9,-1.2,9542,36.9,-200,4.6,125,-4.5,2.1,0.4
2026-06-08T11:02:00,56,82.1,63.6,1.29,94.1,101.8,27.2,-0.2,10386,39.2,-793,8.4,138,-4.2,1.3,0.8
2026-06-08T11:03:00,56,84.7,62.8,1.35,92.9,97.9,26.4,1.9,9420,38.4,-312,-1.6,134,-4.3,1,0.9
2026-06-08T11:04:00,56,82.5,64.9,1.27,91.1,99,27.4,0.3,9474,39.4,-550,6,114,-4.7,-1.2,0.2
2026-06-08T11:05:00,56,79.8,64.5,1.24,86.9,94.9,26.7,-0.7,9770,38.7,-206,0.7,136,-6,1,0.5
2026-06-08T11:00:00,56,83.4,63.6,1.31,96.2,102.7,28,2.6,10146,40,-454,-4,144,-5.2,0.4,-0.9
2026-06-08T11:00:00,60,72.2,57.9,1.25,71.3,73.2,30.1,2.2,10465,42.1,492,8.2,146,-4.6,1.3,0.8
2026-06-08T11:01:00,60,73.8,57.8,1.28,77,79.7,29.4,0.7,10568,41.4,-319,0.3,143,-3.8,2,1.8
2026-06-08T11:02:00,60,71.1,58.4,1.22,73.9,82.7,30.3,-3.5,10402,42.3,-80,-0.8,129,-3.3,3.1,0.5
2026-06-08T11:03:00,60,74.7,57.8,1.29,70.6,76.4,31.4,-0.5,11004,43.4,-555,4.4,130,-3.5,2.1,1.9
2026-06-08T11:04:00,60,73.7,58,1.27,69.6,80,31.6,0.7,10595,43.6,-226,-2.1,140,-3.5,2.6,1.7
2026-06-08T11:05:00,60,73,55,1.33,66.3,72.6,30.6,-2.7,10167,42.6,-564,16.2,129,-3.2,0.3,-1.9
2026-06-08T11:00:00,60,71.6,58,1.23,75.1,82.8,29.1,-1.6,9551,41.1,-232,5.6,132,-2.3,2.1,1.7
