Date,Club Name,Club Type,Ball Speed,Club Head Speed,Smash Factor,Carry Distance,Total Distance,Roll Distance,Launch Angle,Launch Direction,Spin Rate,Spin Axis,Apex Height,Descent Angle
2026-06-08T11:03:00,7 Iron,Iron,111.8,83.7,1.34,161.4,167.3,5.9,16.9,0.8,6120,-1.2,117,49.7
2026-06-08T11:04:00,7 Iron,Iron,114.1,80.9,1.41,173,177,4,17.4,-1.9,6060,2.8,122,49.2
2026-06-08T11:05:00,7 Iron,Iron,113.9,82.1,1.39,167.7,175.4,7.7,18.3,2.4,6308,-3.6,120,51.1
2026-06-08T11:00:00,7 Iron,Iron,114.3,83.4,1.37,168.7,174.9,6.2,15.9,-1.6,5688,2.4,99,49
2026-06-08T11:01:00,7 Iron,Iron,114.3,80.2,1.42,169.5,176.3,6.8,16.9,4.7,6422,-7,119,49.6
2026-06-08T11:02:00,7 Iron,Iron,110.5,81.5,1.36,165.1,170.5,5.4,16.9,-0.5,5734,0.8,117,49.4
2026-06-08T11:03:00,7 Iron,Iron,115.3,81.2,1.42,159.2,164,4.8,17.6,2.1,5419,-3.2,116,40.9
2026-06-08T11:04:00,7 Iron,Iron,114.8,80.5,1.43,174.3,179.4,5.1,18.1,0.1,6256,-0.2,124,48.2
2026-06-08T11:05:00,7 Iron,Iron,114.3,81.6,1.40,168.5,175.3,6.8,18,0,5294,0,113,43.9
2026-06-08T11:00:00,7 Iron,Iron,113,80.1,1.41,172,181.3,9.3,18.9,-1.5,5756,2.3,121,46.7
2026-06-08T11:00:00,8 Iron,Iron,106.9,77.5,1.38,146.6,151.9,5.3,18.3,-0.7,7140,1,117,53.2
2026-06-08T11:01:00,8 Iron,Iron,110.6,78.6,1.41,145.2,151,5.8,18.9,0.7,6803,-1,133,49.7
2026-06-08T11:02:00,8 Iron,Iron,107.8,78.8,1.37,143.3,149.2,5.9,20.6,2.4,6743,-3.6,103,49.4
2026-06-08T11:03:00,8 Iron,Iron,105.8,76.8,1.38,146.7,148.9,2.2,19.7,-3,6386,4.5,121,48.9
2026-06-08T11:04:00,8 Iron,Iron,109.9,76.8,1.43,148.1,153.5,5.4,18.6,-4,6461,6,108,46.2
2026-06-08T11:05:00,8 Iron,Iron,108.2,77.7,1.39,148.5,155.7,7.2,18.8,-0.6,6903,0.9,111,47
2026-06-08T11:00:00,8 Iron,Iron,107.3,78.7,1.36,153.8,159.3,5.5,17.9,-4.2,6201,6.3,111,48.7
2026-06-08T11:01:00,8 Iron,Iron,108.3,79.7,1.36,154.7,159.3,4.6,18.3,1.6,6409,-2.4,113,49.4
2026-06-08T11:02:00,8 Iron,Iron,107,77.3,1.38,153.4,162.4,9,19.7,-1.7,6576,2.6,122,50.7
2026-06-08T11:03:00,8 Iron,Iron,109.6,78.5,1.40,145.3,155.6,10.3,17.9,-0.9,6596,1.4,121,48.1
2026-06-08T11:00:00,9 Iron,Iron,103.1,73,1.41,134.2,140.2,6,21.1,-2.6,7435,3.9,125,49.8
2026-06-08T11:01:00,9 Iron,Iron,103.2,75.2,1.37,144.4,152,7.6,21.9,-1.8,6940,2.7,111,47.9
2026-06-08T11:02:00,9 Iron,Iron,103.4,75.2,1.37,148.6,153.9,5.3,21.7,-0.9,7152,1.4,114,52.3
2026-06-08T11:03:00,9 Iron,Iron,104.6,73.4,1.43,139.9,147.9,8,21.9,0,7365,0,121,51.9
2026-06-08T11:04:00,9 Iron,Iron,103.1,76.7,1.34,139.2,146.5,7.3,20.4,1.5,7747,-2.2,119,52.4
2026-06-08T11:05:00,9 Iron,Iron,101.7,73.8,1.38,136,142.3,6.3,22,-5.5,7050,8.3,126,53.7
2026-06-08T11:00:00,9 Iron,Iron,103.3,74.6,1.39,131.7,134.7,3,20.8,-0.5,7373,0.8,123,50.9
2026-06-08T11:01:00,9 Iron,Iron,103.7,76.3,1.36,131.2,135.3,4.1,22.1,2.2,6460,-3.3,111,50.3
2026-06-08T11:02:00,9 Iron,Iron,103.9,75.1,1.38,139,143.5,4.5,20.4,2.7,6711,-4.1,122,49.3
2026-06-08T11:00:00,Pitching Wedge,Iron,95.2,71.2,1.34,130,137.1,7.1,23.9,-0.1,8419,0.2,112,50.1
2026-06-08T11:01:00,Pitching Wedge,Iron,94.9,68.9,1.38,123.1,126.9,3.8,23.8,-1.3,8451,2,113,55.2
2026-06-08T11:02:00,Pitching Wedge,Iron,97.8,72.4,1.35,129.7,133.1,3.4,23.6,-1.8,8006,2.7,127,56.3
2026-06-08T11:03:00,Pitching Wedge,Iron,98.2,72.3,1.36,137.8,142.4,4.6,21.2,-0.2,7960,0.3,144,53.5
2026-06-08T11:04:00,Pitching Wedge,Iron,97.9,71.6,1.37,122.8,130.7,7.9,25.4,-1.8,8205,2.7,131,56.2
2026-06-08T11:05:00,Pitching Wedge,Iron,97.5,71.7,1.36,126.4,133,6.6,22.9,-1,8309,1.5,131,52.4
2026-06-08T11:00:00,Pitching Wedge,Iron,96.6,72.9,1.33,124.5,130.6,6.1,22.6,1.1,8550,-1.6,117,53
2026-06-08T11:01:00,Pitching Wedge,Iron,97.9,73.4,1.33,124.3,128.1,3.8,23.7,-3.1,8283,4.7,121,50.9
2026-06-08T11:02:00,Pitching Wedge,Iron,96.5,72.7,1.33,117.8,123,5.2,22,-1.7,8424,2.6,133,53.8
2026-06-08T11:00:00,Gap Wedge,Wedge,88.9,66.8,1.33,101.8,107.7,5.9,24.8,0,8584,0,132,56.4
2026-06-08T11:01:00,Gap Wedge,Wedge,89.1,68.1,1.31,105.5,110.5,5,24.8,0.1,8722,-0.2,129,55.6
2026-06-08T11:02:00,Gap Wedge,Wedge,90.1,67.6,1.33,109.7,116.1,6.4,22.8,1.2,8496,-1.8,136,53.9
2026-06-08T11:03:00,Gap Wedge,Wedge,90.9,68.5,1.33,108.3,116.6,8.3,24.6,-2.2,8082,3.3,136,55.6
2026-06-08T11:04:00,Gap Wedge,Wedge,92.1,67.6,1.36,110.4,121.3,10.9,23.1,-0.4,8711,0.6,131,55
2026-06-08T11:05:00,Gap Wedge,Wedge,92.9,67.4,1.38,120.3,125.3,5,25.3,1.6,9056,-2.4,129,53.2
2026-06-08T11:00:00,Gap Wedge,Wedge,90.6,67,1.35,107.9,112.8,4.9,26,-3.2,9277,4.8,131,56.4
2026-06-08T11:01:00,Gap Wedge,Wedge,90.6,68,1.33,101.2,110.7,9.5,25.8,-0.3,8462,0.5,121,55
2026-06-08T11:00:00,Sand Wedge,Wedge,80.7,66.7,1.21,96.2,101.4,5.2,27.1,-1.9,10213,2.8,137,55.5
2026-06-08T11:01:00,Sand Wedge,Wedge,87.8,64.4,1.36,94.2,102.4,8.2,26.5,-2.3,9315,3.5,133,57.8
2026-06-08T11:02:00,Sand Wedge,Wedge,81.6,63.1,1.29,99.7,108,8.3,27.4,-2.6,9758,3.9,122,57.9
2026-06-08T11:03:00,Sand Wedge,Wedge,80.5,64,1.26,104.7,108.3,3.6,25.1,-1,9437,1.5,138,54.9
2026-06-08T11:04:00,Sand Wedge,Wedge,82.5,63.4,1.30,97,99.9,2.9,25.3,-2.5,9605,3.8,132,54.2
2026-06-08T11:05:00,Sand Wedge,Wedge,83.8,63.6,1.32,91.4,98.5,7.1,27.2,0.1,9389,-0.2,121,61.4
2026-06-08T11:00:00,Sand Wedge,Wedge,84.1,64.7,1.30,98.5,101.9,3.4,26.9,1.6,9773,-2.4,124,52.8
2026-06-08T11:00:00,Lob Wedge,Wedge,69.9,58.8,1.19,70.2,77.7,7.5,29.1,1.2,9904,-1.8,134,57.1
2026-06-08T11:01:00,Lob Wedge,Wedge,70.5,60.2,1.17,80.3,87.6,7.3,30.4,0.2,10721,-0.3,139,56.1
2026-06-08T11:02:00,Lob Wedge,Wedge,72.8,58.2,1.25,72.4,79.6,7.2,28.5,-2.8,10440,4.2,144,62.2
2026-06-08T11:03:00,Lob Wedge,Wedge,73.4,57.8,1.27,80.2,86.5,6.3,31.2,-0.3,9939,0.5,134,62.4
2026-06-08T11:04:00,Lob Wedge,Wedge,73.7,58.4,1.26,61.5,67.3,5.8,31.2,0.5,9687,-0.7,139,59.7
2026-06-08T11:05:00,Lob Wedge,Wedge,71,56.8,1.25,77.3,82.6,5.3,30.5,-2.5,10252,3.8,147,59.9
2026-06-08T11:00:00,Lob Wedge,Wedge,70.5,58.7,1.20,74.3,81.4,7.1,28.3,2.5,9878,-3.7,121,61.3
