Date,Session,Club,Carry,Total,Ball Speed,Club Speed,Smash Factor,Launch Angle,Spin Rate,Spin Axis,Spin Loft,Launch Direction,Carry Side,Height,Landing Angle,Attack Angle,Club Path,Face Angle,Face to Path,Curve,Hang Time
2026-06-08T11:00:00,2026-06-08,DR,278,302,162.5,109.7,1.48,13.9,2241,-0.4,25.9,0.3,-5,106,42.3,3.7,0.1,2,1.9,-5,6.7
2026-06-08T11:01:00,2026-06-08,DR,252.3,269.2,161.9,111.4,1.45,13.7,2278,-0.2,25.7,0.1,3.3,116,46.9,2.5,1.6,-1,-2.6,3.3,6.9
2026-06-08T11:02:00,2026-06-08,DR,263.8,286.3,160.6,111.8,1.44,14.8,1952,3.9,26.8,-2.6,-10.5,101,40.3,4.9,2.4,-0.5,-2.9,-10.5,6.5
2026-06-08T11:03:00,2026-06-08,DR,261.2,285.9,162.4,110.7,1.47,12.6,2637,-0.9,24.6,0.6,-1.5,112,43.7,4.3,3.4,-1.2,-4.6,-1.5,6.8
2026-06-08T11:04:00,2026-06-08,DR,261.4,284.3,161.8,110,1.47,13.5,3118,-2.7,25.5,1.8,0.1,114,47.5,4.2,0.4,-0.4,-0.8,0.1,6.9
2026-06-08T11:05:00,2026-06-08,DR,270.9,295.1,161.1,108.9,1.48,13.9,2586,-3.2,25.9,2.1,0.4,116,43.3,2.7,1.3,-0.7,-2,0.4,6.9
2026-06-08T11:00:00,2026-06-08,DR,259.1,282.8,163.2,111,1.47,14.1,2661,-2.4,26.1,1.6,5.7,117,45.2,3.7,2,2.8,0.8,5.7,6.9
2026-06-08T11:01:00,2026-06-08,DR,275.5,295.9,164.9,108.9,1.51,14.1,2034,6.5,26.1,-4.3,0.6,116,44.4,3.4,0.7,2,1.3,0.6,6.9
2026-06-08T11:02:00,2026-06-08,DR,275.9,294.5,162.6,112.8,1.44,14.5,2724,-1.3,26.5,0.9,-1.6,104,42.2,3.3,1.1,0.3,-0.8,-1.6,6.6
2026-06-08T11:03:00,2026-06-08,DR,276.3,295.2,160.1,111.8,1.43,11.8,2670,1.8,23.8,-1.2,0.6,119,43.4,-0.8,3,2.1,-0.9,0.6,7
2026-06-08T11:04:00,2026-06-08,DR,274.4,297.1,162.9,111.1,1.47,13.5,2436,-0.9,25.5,0.6,5.6,117,44.5,0.5,2.1,-0.3,-2.4,5.6,6.9
2026-06-08T11:05:00,2026-06-08,DR,267.9,288.5,161.3,107.8,1.50,13.5,2913,-4.2,25.5,2.8,-4.3,104,46.7,1.7,2.2,0.1,-2.1,-4.3,6.6
2026-06-08T11:00:00,2026-06-08,3W,231.2,236.4,151.4,105.2,1.44,12.6,2950,0.6,24.6,-0.4,-1.9,125,40.1,-2.3,2.1,0.6,-1.5,-1.9,7.1
2026-06-08T11:01:00,2026-06-08,3W,231.4,237.1,151.8,104.4,1.45,12.4,3838,-1.9,24.4,1.3,-8,107,45.2,-5,1.4,2.1,0.7,-8,6.7
2026-06-08T11:02:00,2026-06-08,3W,238.7,242.8,151,102.2,1.48,10.8,2864,5.7,22.8,-3.8,4.2,96,42.7,-4.1,1,2.1,1.1,4.2,6.4
2026-06-08T11:03:00,2026-06-08,3W,229.4,232.6,151.4,104.1,1.45,10,3094,0.9,22,-0.6,-7.8,109,41.5,-3.7,1.2,1.1,-0.1,-7.8,6.7
2026-06-08T11:04:00,2026-06-08,3W,234.7,237.2,150.6,102.8,1.47,11.5,3463,3.2,23.5,-2.1,3.5,108,41.6,-6.1,0.3,0.4,0.1,3.5,6.7
2026-06-08T11:05:00,2026-06-08,3W,238.8,246.4,154.2,102.7,1.50,11.4,2965,2.1,23.4,-1.4,-4.3,110,43.4,-4.6,0.8,-0.2,-1,-4.3,6.8
2026-06-08T11:00:00,2026-06-08,3W,233.5,241.6,154.2,103,1.50,12.9,3364,-1.2,24.9,0.8,-5.7,103,39.9,-3.5,4.1,0,-4.1,-5.7,6.6
2026-06-08T11:01:00,2026-06-08,3W,233.7,239.8,152.3,103,1.48,10.4,3229,0,22.4,0,0.6,108,39.4,-3.6,0.8,2.1,1.3,0.6,6.7
2026-06-08T11:02:00,2026-06-08,3W,238.8,242.3,150,105.1,1.43,12.8,3011,4.7,24.8,-3.1,-5.4,125,42.5,-3.8,0.6,1.4,0.8,-5.4,7.1
2026-06-08T11:03:00,2026-06-08,3W,234.4,237.7,151.3,102.9,1.47,12.3,3431,0.3,24.3,-0.2,6.4,115,42.5,-3,1.5,0.5,-1,6.4,6.9
2026-06-08T11:00:00,2026-06-08,4I,193.6,201.1,126.2,90.2,1.40,13.9,4702,0.8,25.9,-0.5,3.9,117,43.6,-4.9,0.3,-0.6,-0.9,3.9,6.9
2026-06-08T11:01:00,2026-06-08,4I,187.7,194.2,124.2,85.7,1.45,15.8,5108,1,27.8,-0.7,-7.8,111,44.1,-3.4,-0.3,0.3,0.6,-7.8,6.8
2026-06-08T11:02:00,2026-06-08,4I,193,200.1,121.9,89.5,1.36,11.8,5273,2.7,23.8,-1.8,6.9,121,41.8,-4.4,1.7,1.3,-0.4,6.9,7
2026-06-08T11:03:00,2026-06-08,4I,181.4,185.7,123.1,89,1.38,15.8,4647,0,27.8,0,0.6,118,40.8,-4.6,2.3,1.6,-0.7,0.6,7
2026-06-08T11:04:00,2026-06-08,4I,196.3,197.1,123.9,87.1,1.42,13.9,4389,-2.1,25.9,1.4,-12.3,118,43.1,-5.1,0.7,-1.1,-1.8,-12.3,7
2026-06-08T11:05:00,2026-06-08,4I,197.7,201.1,123.8,89.4,1.39,15.1,4706,2.7,27.1,-1.8,-3.6,114,47.8,-1.6,1.7,0.9,-0.8,-3.6,6.9
2026-06-08T11:00:00,2026-06-08,4I,182.7,187.4,124.2,88.2,1.41,16.9,4866,0.2,28.9,-0.1,1.6,109,44.5,-1.6,2,1.8,-0.2,1.6,6.7
2026-06-08T11:01:00,2026-06-08,4I,198.3,204,126.4,89.1,1.42,14.2,4782,-2.4,26.2,1.6,1.9,114,43.5,-3.2,1.1,0.2,-0.9,1.9,6.9
2026-06-08T11:02:00,2026-06-08,4I,197.5,201.6,125.5,88.5,1.42,14.5,5085,0,26.5,0,3.4,109,44.4,-2.8,1.8,1.4,-0.4,3.4,6.7
2026-06-08T11:03:00,2026-06-08,4I,186.6,193.7,121.6,88.4,1.38,12.9,4536,-1.9,24.9,1.3,-5.8,103,44.2,-4.4,0.5,1.8,1.3,-5.8,6.6
2026-06-08T11:04:00,2026-06-08,4I,195.1,199.4,122,88.2,1.38,13.9,4553,0,25.9,0,-1.3,112,45.6,-3.3,0.8,-0.1,-0.9,-1.3,6.8
2026-06-08T11:00:00,2026-06-08,5I,164.5,171,120.3,85.4,1.41,17.7,6519,-0.3,29.7,0.2,1.8,114,45.8,-6.2,3.7,0.9,-2.8,1.8,6.9
2026-06-08T11:01:00,2026-06-08,5I,172,177.1,119.2,86,1.39,17.9,6711,2.1,29.9,-1.4,-12.3,126,45.3,-2.9,1.8,1.1,-0.7,-12.3,7.2
2026-06-08T11:02:00,2026-06-08,5I,163.7,170.6,119.6,83.7,1.43,19.9,6670,0,31.9,0,-1.1,135,51.4,-4.5,2.4,1,-1.4,-1.1,7.4
2026-06-08T11:03:00,2026-06-08,5I,162.5,166.8,121.2,86.2,1.41,17.4,6185,-4.1,29.4,2.7,2.2,124,45.9,-4.6,-0.4,1.1,1.5,2.2,7.1
2026-06-08T11:04:00,2026-06-08,5I,157.1,166.6,120.6,86,1.40,18.3,6162,0.5,30.3,-0.3,-2.1,110,47.5,-3.6,2.4,-0.5,-2.9,-2.1,6.8
2026-06-08T11:05:00,2026-06-08,5I,178,182.5,120.2,85.4,1.41,16.6,6353,-1,28.6,0.7,5.2,147,48.2,-4.5,0.9,2.4,1.5,5.2,7.7
2026-06-08T11:00:00,2026-06-08,5I,158.7,166.2,120.5,86.5,1.39,17.3,7006,-1.2,29.3,0.8,-4.7,119,49.8,-5.3,0.2,1.1,0.9,-4.7,7
2026-06-08T11:01:00,2026-06-08,5I,159.9,164.9,120,85.8,1.40,17.6,5830,-2.7,29.6,1.8,-7.1,108,49.3,-3.6,0.9,1,0.1,-7.1,6.7
2026-06-08T11:02:00,2026-06-08,5I,168.9,177.3,117.7,84.5,1.39,16.1,6580,0.9,28.1,-0.6,-1.3,114,48,-5.1,2.2,0.7,-1.5,-1.3,6.9
2026-06-08T11:03:00,2026-06-08,5I,179,182.5,121.8,87.7,1.39,18.3,6708,3.9,30.3,-2.6,-0.9,123,45.9,-6.1,1.7,-0.3,-2,-0.9,7.1
2026-06-08T11:04:00,2026-06-08,5I,169.5,175.2,118.7,84.9,1.40,18.2,6516,4.4,30.2,-2.9,3.6,126,45.5,-2.1,3.3,1.1,-2.2,3.6,7.2
2026-06-08T11:05:00,2026-06-08,5I,169.6,175.9,120.1,86.5,1.39,17.1,5811,-2.1,29.1,1.4,3.2,104,49.7,-3.4,-0.2,1.9,2.1,3.2,6.6
2026-06-08T11:00:00,2026-06-08,5I,173,179.3,121.4,85.8,1.41,18.7,6239,0.5,30.7,-0.3,-2.9,115,49.9,-6.5,2.9,1,-1.9,-2.9,6.9
2026-06-08T11:01:00,2026-06-08,5I,172.9,180.1,116.9,85.9,1.36,18,6592,2.1,30,-1.4,-1,109,47.8,-3.5,1,0.2,-0.8,-1,6.7
2026-06-08T11:00:00,2026-06-08,6I,179.4,183.4,117,82.8,1.41,15.1,5715,-1.6,27.1,1.1,-10.2,124,42.4,-3.4,0.7,0.5,-0.2,-10.2,7.1
2026-06-08T11:01:00,2026-06-08,6I,188.8,194.7,116.9,83.6,1.40,16,5468,-3.6,28,2.4,0.1,124,47.5,-2.8,1.4,-0.2,-1.6,0.1,7.1
2026-06-08T11:02:00,2026-06-08,6I,177.6,183.4,116.7,85.2,1.37,14.9,4755,-1.3,26.9,0.9,-12.9,98,48.4,-3.1,0.8,0.8,0,-12.9,6.5
2026-06-08T11:03:00,2026-06-08,6I,177,184.3,114.5,85.1,1.35,15.8,5192,-1.3,27.8,0.9,0.1,113,49.5,-4,2.5,0.8,-1.7,0.1,6.8
2026-06-08T11:04:00,2026-06-08,6I,187.9,199.2,118.3,83.7,1.41,16.7,5620,4.4,28.7,-2.9,8.2,114,46.5,-3.9,0.7,1.6,0.9,8.2,6.9
2026-06-08T11:05:00,2026-06-08,6I,166.8,175.7,117.8,84.8,1.39,16.5,6143,0.9,28.5,-0.6,-7.8,111,47.4,-3.3,2.5,1.1,-1.4,-7.8,6.8
2026-06-08T11:00:00,2026-06-08,6I,191.7,197.2,116,82.4,1.41,16.4,5419,-0.3,28.4,0.2,4.6,117,45.8,-2.3,1.4,0.8,-0.6,4.6,6.9
2026-06-08T11:01:00,2026-06-08,6I,178.8,186.3,116.1,84.3,1.38,15.7,5618,2.4,27.7,-1.6,-4.5,119,45.7,-5.5,1,-0.2,-1.2,-4.5,7
2026-06-08T11:02:00,2026-06-08,6I,195.7,203.2,117,83.6,1.40,16.2,5223,-3,28.2,2,8.7,110,47.3,-4.7,3.9,-0.8,-4.7,8.7,6.8
2026-06-08T11:03:00,2026-06-08,6I,180.6,184.4,114.3,85.4,1.34,15,5279,1.4,27,-0.9,7.2,115,46.3,-5,-0.2,0.4,0.6,7.2,6.9
2026-06-08T11:04:00,2026-06-08,6I,176.2,182.4,119.6,84.8,1.41,16.8,5609,-2.1,28.8,1.4,2.6,96,48.6,-4.1,2.7,0.5,-2.2,2.6,6.4
2026-06-08T11:05:00,2026-06-08,6I,165.5,170.7,116.2,82,1.42,14.4,5510,5.1,26.4,-3.4,-2.7,111,48.9,-3.8,0.9,1.2,0.3,-2.7,6.8
2026-06-08T11:00:00,2026-06-08,6I,177.9,185.8,118,82.3,1.43,17.3,5345,-4.1,29.3,2.7,3,99,43.6,-7.1,1.2,-1.7,-2.9,3,6.5
2026-06-08T11:00:00,2026-06-08,7I,160,165.1,113.2,82.1,1.38,16.9,6518,-1.2,28.9,0.8,3.3,126,47.8,-4.5,0.6,-0.9,-1.5,3.3,7.2
2026-06-08T11:01:00,2026-06-08,7I,179,183.7,111.6,80.2,1.39,18.2,6447,-2.7,30.2,1.8,11.2,123,47.6,-4.4,1.7,1,-0.7,11.2,7.1
2026-06-08T11:02:00,2026-06-08,7I,173.6,185.4,114.8,80.8,1.42,18.9,5759,1.8,30.9,-1.2,-4.6,109,47.7,-5.8,2.2,1.1,-1.1,-4.6,6.7
2026-06-08T11:03:00,2026-06-08,7I,164.1,169.1,110.3,80.1,1.38,15.2,6156,-3,27.2,2,3.7,111,45.6,-3.5,0.8,1.8,1,3.7,6.8
2026-06-08T11:04:00,2026-06-08,7I,170.8,176.1,112.2,82.2,1.36,17,5823,0.3,29,-0.2,0.2,119,40.7,-4.1,3.9,-0.9,-4.8,0.2,7
2026-06-08T11:05:00,2026-06-08,7I,169.9,177,113.3,80.9,1.40,17.6,6525,0.2,29.6,-0.1,3.8,109,45.7,-5.1,1.8,0.5,-1.3,3.8,6.7
2026-06-08T11:00:00,2026-06-08,7I,174.4,186.3,114.3,79.4,1.44,16.7,5943,3.8,28.7,-2.5,-7.9,105,47.1,-5.3,1.9,0.6,-1.3,-7.9,6.6
2026-06-08T11:01:00,2026-06-08,7I,163.3,169.8,115.9,83.3,1.39,17.2,5620,-1.9,29.2,1.3,-12.1,119,49.8,-2.7,1.6,0.4,-1.2,-12.1,7
2026-06-08T11:02:00,2026-06-08,7I,173.3,177.8,114.3,80.4,1.42,17.8,5490,0.3,29.8,-0.2,2.9,113,48.5,-2.3,2.4,-2,-4.4,2.9,6.8
2026-06-08T11:03:00,2026-06-08,7I,165.5,172.7,111.1,80.3,1.38,15.8,5922,1.7,27.8,-1.1,4.5,119,49.8,-3,1,-1.5,-2.5,4.5,7
2026-06-08T11:04:00,2026-06-08,7I,162.9,170.3,113.1,81.5,1.39,18.5,6397,-3.6,30.5,2.4,6.6,117,46.7,-4,0,2,2,6.6,6.9
2026-06-08T11:05:00,2026-06-08,7I,172.4,177.7,113.4,82.1,1.38,17.7,5855,0.2,29.7,-0.1,1.9,116,49.1,-2.7,0.1,-0.9,-1,1.9,6.9
2026-06-08T11:00:00,2026-06-08,7I,169,174.7,112.5,79.3,1.42,16.4,6184,0.9,28.4,-0.6,2.2,120,46.6,-3.2,1.4,2.5,1.1,2.2,7
2026-06-08T11:00:00,2026-06-08,8I,152,158.7,108.4,79,1.37,17.5,6092,6.3,29.5,-4.2,2.1,121,48.4,-2.9,1.1,-0.3,-1.4,2.1,7
2026-06-08T11:01:00,2026-06-08,8I,150,156.6,107.6,78.3,1.37,17.6,5867,-0.7,29.6,0.5,3.5,105,50.2,-3.2,1,0.2,-0.8,3.5,6.6
2026-06-08T11:02:00,2026-06-08,8I,162.2,169.1,108,78.2,1.38,20.2,7091,1.8,32.2,-1.2,3.3,115,46.5,-4.5,0,0.9,0.9,3.3,6.9
2026-06-08T11:03:00,2026-06-08,8I,146,154,110.3,76.7,1.44,18.4,7099,2.6,30.4,-1.7,11.6,97,48,-4,1.9,0.6,-1.3,11.6,6.4
2026-06-08T11:04:00,2026-06-08,8I,147.8,151.1,107.9,75.4,1.43,20.7,7024,-1.9,32.7,1.3,3.7,113,47.9,-5,1.8,0,-1.8,3.7,6.8
2026-06-08T11:05:00,2026-06-08,8I,147.2,150,108.7,77.9,1.40,19.8,6724,3.8,31.8,-2.5,-9.3,128,50.1,-8,0.2,1.4,1.2,-9.3,7.2
2026-06-08T11:00:00,2026-06-08,8I,155.1,158.2,107.6,77.7,1.39,18.6,6793,2.1,30.6,-1.4,1.5,122,47.4,-4,0.4,1.1,0.7,1.5,7.1
2026-06-08T11:01:00,2026-06-08,8I,147.6,156,105.6,79,1.34,19.1,6856,1.8,31.1,-1.2,2.1,114,49.2,-4,1.4,1.7,0.3,2.1,6.9
2026-06-08T11:02:00,2026-06-08,8I,144.7,153.2,108.3,79.3,1.37,19.6,6931,3.9,31.6,-2.6,-2.3,110,49.5,-5.7,3.1,-0.2,-3.3,-2.3,6.8
2026-06-08T11:03:00,2026-06-08,8I,160.2,164.5,107.9,78.4,1.38,19.4,6464,-1.9,31.4,1.3,-8.9,111,51.6,-3.1,3.1,-1,-4.1,-8.9,6.8
2026-06-08T11:00:00,2026-06-08,9I,141.9,146,102,74.8,1.36,23.5,7452,4.4,35.5,-2.9,8.6,118,50.7,-3.5,0.2,0.7,0.5,8.6,7
2026-06-08T11:01:00,2026-06-08,9I,141.7,148.1,103.7,74.7,1.39,20.4,7640,-3.7,32.4,2.5,-12.3,147,49.7,-4.4,1.7,-1.3,-3,-12.3,7.7
2026-06-08T11:02:00,2026-06-08,9I,133.9,138.6,105.9,77.1,1.37,20.8,7542,0.2,32.8,-0.1,9.6,118,52,-3.3,2,1.2,-0.8,9.6,7
2026-06-08T11:03:00,2026-06-08,9I,133.3,141.1,105.7,74.9,1.41,20.5,7465,-0.6,32.5,0.4,4.8,116,51.4,-3.3,2.9,0.4,-2.5,4.8,6.9
2026-06-08T11:04:00,2026-06-08,9I,139.8,146,104.3,74.5,1.40,21.7,7175,-0.7,33.7,0.5,-1.9,113,51.7,-4.6,2.1,0.7,-1.4,-1.9,6.8
2026-06-08T11:05:00,2026-06-08,9I,138.7,146.3,102.1,73.5,1.39,21.8,7155,1.7,33.8,-1.1,-5.4,126,47.6,-3.4,2.5,-0.9,-3.4,-5.4,7.2
2026-06-08T11:00:00,2026-06-08,9I,133.6,137.3,105.2,77.3,1.36,21.6,7568,-3.6,33.6,2.4,-2.5,111,50.2,-3.8,0.2,1.3,1.1,-2.5,6.8
2026-06-08T11:01:00,2026-06-08,9I,132.8,138.3,105,76.7,1.37,20,7329,4.5,32,-3,0,126,52.7,-5,-0.7,1.2,1.9,0,7.2
2026-06-08T11:02:00,2026-06-08,9I,134.2,143.8,103,72.9,1.41,21.4,7705,1.7,33.4,-1.1,-3.2,117,51.2,-4.9,2.2,-0.6,-2.8,-3.2,6.9
2026-06-08T11:00:00,2026-06-08,PW,122,130.6,98.7,71.6,1.38,24.5,8006,-3,36.5,2,-2.6,120,54.5,-3.5,0.8,2,1.2,-2.6,7
2026-06-08T11:01:00,2026-06-08,PW,125.7,132.2,98.6,74.6,1.32,23.4,8623,0,35.4,0,0.9,108,55.1,-4,1.5,-1.1,-2.6,0.9,6.7
2026-06-08T11:02:00,2026-06-08,PW,130,135.9,98.6,73.3,1.35,22.5,8347,2.7,34.5,-1.8,1.2,124,54.5,-4.8,0.7,1.6,0.9,1.2,7.1
2026-06-08T11:03:00,2026-06-08,PW,133.1,135.2,98.3,73.4,1.34,23.5,8145,0.8,35.5,-0.5,-7.7,126,52.7,-3.2,2.1,1.5,-0.6,-7.7,7.2
2026-06-08T11:04:00,2026-06-08,PW,121.2,123.2,96.7,72.4,1.34,23.4,8749,-1.6,35.4,1.1,-2.3,128,52.8,-3.1,1.7,0.9,-0.8,-2.3,7.2
2026-06-08T11:05:00,2026-06-08,PW,133.4,137.5,98.3,72,1.37,23,9006,-1.6,35,1.1,1.7,128,54.8,-4.4,-0.6,0.5,1.1,1.7,7.2
2026-06-08T11:00:00,2026-06-08,PW,122,126.9,101.1,71.1,1.42,23.2,8569,0.6,35.2,-0.4,1.7,121,55.6,-2.6,3.4,2.8,-0.6,1.7,7
2026-06-08T11:01:00,2026-06-08,PW,123.7,132.2,94.5,69.3,1.36,22.7,8308,-1,34.7,0.7,-6.2,130,51.8,-5.6,-1.1,0.6,1.7,-6.2,7.3
2026-06-08T11:02:00,2026-06-08,PW,133.3,139.7,98.6,73.4,1.34,24.3,8475,-2.2,36.3,1.5,-7.1,116,51.7,-4.5,0.6,0.9,0.3,-7.1,6.9
2026-06-08T11:00:00,2026-06-08,52,111.2,116.8,92.3,68.4,1.35,25.7,8383,1.5,37.7,-1,-3.9,135,56.1,-3.2,1.4,-0.7,-2.1,-3.9,7.4
2026-06-08T11:01:00,2026-06-08,52,109,115.7,89.4,69.2,1.29,24.8,9459,-5.4,36.8,3.6,1.7,129,53.8,-4.1,1.6,-0.4,-2,1.7,7.2
2026-06-08T11:02:00,2026-06-08,52,106.6,112.1,90.6,70.3,1.29,25.3,9274,0.5,37.3,-0.3,10.9,129,56.4,-5.8,2.2,0.8,-1.4,10.9,7.2
2026-06-08T11:03:00,2026-06-08,52,112.7,119.9,87.7,69.4,1.26,26,8801,-4.5,38,3,3.4,133,55.5,-1.9,0.2,0.5,0.3,3.4,7.3
2026-06-08T11:04:00,2026-06-08,52,118.7,125.6,89.8,66.1,1.36,25.8,8312,0.2,37.8,-0.1,-13.8,134,50.2,-4,3.2,0.4,-2.8,-13.8,7.4
2026-06-08T11:05:00,2026-06-08,52,108,114,89.5,68.7,1.30,25.4,8782,-4.6,37.4,3.1,3.1,135,56.3,-5.1,2.8,0,-2.8,3.1,7.4
2026-06-08T11:00:00,2026-06-08,52,109.7,115.6,90.5,67,1.35,25.3,9003,1,37.3,-0.7,3.3,138,52,-4.7,3.4,-1.7,-5.1,3.3,7.5
2026-06-08T11:01:00,2026-06-08,52,105.5,111,87.2,66.5,1.31,25.3,9136,-1,37.3,0.7,0.4,121,56.1,-2.8,1.8,0.9,-0.9,0.4,7
2026-06-08T11:00:00,2026-06-08,56,93.3,98.2,82.3,65.7,1.25,28.7,9453,-1.6,40.7,1.1,-7.1,119,55,-3.7,1.6,-0.2,-1.8,-7.1,7
2026-06-08T11:01:00,2026-06-08,56,94.5,103.1,80.8,63.9,1.26,24.9,9542,1.8,36.9,-1.2,4.6,125,55.6,-4.5,2.1,0.4,-1.7,4.6,7.1
2026-06-08T11:02:00,2026-06-08,56,94.1,101.8,82.1,63.6,1.29,27.2,10386,0.3,39.2,-0.2,8.4,138,54.2,-4.2,1.3,0.8,-0.5,8.4,7.5
2026-06-08T11:03:00,2026-06-08,56,92.9,97.9,84.7,62.8,1.35,26.4,9420,-2.8,38.4,1.9,-1.6,134,60.2,-4.3,1,0.9,-0.1,-1.6,7.4
2026-06-08T11:04:00,2026-06-08,56,91.1,99,82.5,64.9,1.27,27.4,9474,-0.4,39.4,0.3,6,114,59.8,-4.7,-1.2,0.2,1.4,6,6.9
2026-06-08T11:05:00,2026-06-08,56,86.9,94.9,79.8,64.5,1.24,26.7,9770,1,38.7,-0.7,0.7,136,54.5,-6,1,0.5,-0.5,0.7,7.4
2026-06-08T11:00:00,2026-06-08,56,96.2,102.7,83.4,63.6,1.31,28,10146,-3.9,40,2.6,-4,144,55.8,-5.2,0.4,-0.9,-1.3,-4,7.6
2026-06-08T11:00:00,2026-06-08,60,71.3,73.2,72.2,57.9,1.25,30.1,10465,-3.3,42.1,2.2,8.2,146,58.3,-4.6,1.3,0.8,-0.5,8.2,7.7
2026-06-08T11:01:00,2026-06-08,60,77,79.7,73.8,57.8,1.28,29.4,10568,-1,41.4,0.7,0.3,143,58,-3.8,2,1.8,-0.2,0.3,7.6
2026-06-08T11:02:00,2026-06-08,60,73.9,82.7,71.1,58.4,1.22,30.3,10402,5.3,42.3,-3.5,-0.8,129,59.5,-3.3,3.1,0.5,-2.6,-0.8,7.2
2026-06-08T11:03:00,2026-06-08,60,70.6,76.4,74.7,57.8,1.29,31.4,11004,0.8,43.4,-0.5,4.4,130,62.3,-3.5,2.1,1.9,-0.2,4.4,7.3
2026-06-08T11:04:00,2026-06-08,60,69.6,80,73.7,58,1.27,31.6,10595,-1,43.6,0.7,-2.1,140,56.4,-3.5,2.6,1.7,-0.9,-2.1,7.5
2026-06-08T11:05:00,2026-06-08,60,66.3,72.6,73,55,1.33,30.6,10167,4.1,42.6,-2.7,16.2,129,61.6,-3.2,0.3,-1.9,-2.2,16.2,7.2
2026-06-08T11:00:00,2026-06-08,60,75.1,82.8,71.6,58,1.23,29.1,9551,2.4,41.1,-1.6,5.6,132,59,-2.3,2.1,1.7,-0.4,5.6,7.3
